,FName,NIteraciones,NParticulas,ValorMin,ValorMed,TiempoMed
0,A-n32-k5.vrp,30.0,10.0,1486.720600161058,1628.2234889629294,0.06419486204783122
1,A-n32-k5.vrp,30.0,100.0,1155.1991068268742,1319.9153259988657,0.21219665209452312
2,A-n32-k5.vrp,30.0,1000.0,978.0051064638229,1132.116869089715,1.2602415959040323
3,A-n32-k5.vrp,30.0,100000.0,834.8731644297305,944.6708151468619,1109.6898518006008
4,A-n32-k5.vrp,100.0,10.0,1378.8158850344694,1616.9685775506389,0.22207844257354736
5,A-n32-k5.vrp,100.0,100.0,1229.0947488791105,1349.319198300666,0.5815015872319539
6,A-n32-k5.vrp,100.0,1000.0,1013.1752293671528,1116.8992711445674,4.213121970494588
7,A-n32-k5.vrp,1000.0,1000.0,952.1236045859293,1132.3757724194581,56.97062100569407
8,A-n33-k6.vrp,30.0,10.0,1242.7021718351762,1394.827890021278,0.06822338898976645
9,A-n33-k6.vrp,30.0,100.0,1072.6800982147954,1172.2275614319417,0.21158984502156575
10,A-n33-k6.vrp,30.0,1000.0,927.3140127420929,1018.198780468953,1.3360176881154378
11,A-n33-k6.vrp,30.0,100000.0,797.7450742523702,862.1041605525972,337.2974641561508
12,A-n33-k6.vrp,100.0,10.0,1234.293513735472,1379.8938932018893,0.2306663751602173
13,A-n33-k6.vrp,100.0,100.0,1030.1554187119982,1160.8563211476644,0.6083038489023844
14,A-n33-k6.vrp,100.0,1000.0,908.6770323624032,1006.6636534260477,17.073595396677653
15,A-n33-k6.vrp,1000.0,1000.0,920.3969400273289,1004.1226173749735,57.26048276424408
16,A-n44-k6.vrp,30.0,10.0,1728.8484132350573,1959.35537597784,0.08497223854064942
17,A-n44-k6.vrp,30.0,100.0,1477.591695048343,1617.956065819949,0.2247357924779256
18,A-n44-k6.vrp,30.0,1000.0,1279.8009419314894,1421.517306211076,1.7425686120986938
19,A-n44-k6.vrp,30.0,100000.0,1089.5343765561552,1197.434471730598,299.38563017050427
20,A-n44-k6.vrp,100.0,10.0,1745.0325910419149,1966.7784706601958,0.280825670560201
21,A-n44-k6.vrp,100.0,100.0,1502.9071136569912,1653.6554691295119,0.8076460361480713
22,A-n44-k6.vrp,100.0,1000.0,1333.4627260052778,1431.0711405857774,6.705131061871847
23,A-n44-k6.vrp,1000.0,1000.0,1296.9037311919615,1427.3635619093072,87.72478782335916
24,A-n65-k9.vrp,30.0,10.0,2936.60663197012,3185.978537194692,0.1455476999282837
25,A-n65-k9.vrp,30.0,100.0,2488.4156492536545,2747.4435507026337,0.31923938592274986
26,A-n65-k9.vrp,30.0,1000.0,2187.5284114938804,2372.6761130090395,2.599961256980896
27,A-n65-k9.vrp,30.0,100000.0,1812.3875659879009,1952.8427889976629,382.83464846611025
28,A-n65-k9.vrp,100.0,10.0,2753.0639920283033,3207.3216100794234,0.39126861095428467
29,A-n65-k9.vrp,100.0,100.0,2418.759665787444,2751.8670274463902,1.1996375878651937
30,A-n65-k9.vrp,100.0,1000.0,2271.5452707677027,2408.31893848669,26.97088922659556
31,A-n65-k9.vrp,1000.0,1000.0,2161.9419370075348,2370.515020009434,122.36070199807484
32,A-n80-k10.vrp,30.0,10.0,3866.6335332459266,4207.260287841906,0.16326667467753092
33,A-n80-k10.vrp,30.0,100.0,3481.0165133645505,3725.717701525333,0.402822208404541
34,A-n80-k10.vrp,30.0,1000.0,3135.933255188845,3294.806069170908,2.96480606396993
35,A-n80-k10.vrp,30.0,100000.0,2670.511204180397,2781.6312536919586,401.8875113169352
36,A-n80-k10.vrp,100.0,10.0,3956.4811526419912,4222.2247815528135,0.4863436698913574
37,A-n80-k10.vrp,100.0,100.0,3491.827828902033,3692.7165358286993,1.471204694112142
38,A-n80-k10.vrp,100.0,1000.0,3187.8167030047425,3355.4818730654047,32.19542779922485
39,A-n80-k10.vrp,1000.0,1000.0,3073.0524581984796,3300.921518313549,383.3763931274414
