,FName,NIteraciones,NParticulas,ValorMin,ValorMed,TiempoMed
0,A-n32-k5.vrp,30.0,10.0,1300.4256110898825,1474.2398124863223,0.03424319426218669
1,A-n32-k5.vrp,30.0,100.0,1071.2159210958027,1212.540380361442,0.26118011474609376
2,A-n32-k5.vrp,30.0,1000.0,897.0752343163902,980.9967480425906,2.0104015350341795
3,A-n32-k5.vrp,100.0,10.0,1107.7400384220725,1307.9804388010643,0.15521153608957927
4,A-n32-k5.vrp,100.0,100.0,965.0693802491772,1045.1974664868367,0.7623966693878174
5,A-n32-k5.vrp,100.0,1000.0,810.5120818781398,934.2266472610406,10.521848678588867
6,A-n32-k5.vrp,1000.0,10.0,870.9039067049449,1043.2126969522049,2.201551580429077
7,A-n32-k5.vrp,1000.0,100.0,825.4432247950956,924.5809759465329,10.165712110201518
8,A-n32-k5.vrp,1000.0,1000.0,788.858699512921,893.6903816230554,67.90525724093119
9,A-n33-k6.vrp,30.0,10.0,1174.8705686758078,1284.1642937974432,0.03243226210276286
10,A-n33-k6.vrp,30.0,100.0,956.4386456433222,1047.7592726127007,0.24636996587117513
11,A-n33-k6.vrp,30.0,1000.0,827.3775685751285,911.042768153876,2.004131484031677
12,A-n33-k6.vrp,100.0,10.0,1066.2295386335438,1172.6873017076962,0.15750734011332193
13,A-n33-k6.vrp,100.0,100.0,837.9551662603608,943.556221252182,0.9549386739730835
14,A-n33-k6.vrp,100.0,1000.0,787.5680504998464,856.4262422397911,10.895718264579774
15,A-n33-k6.vrp,1000.0,10.0,838.8314995354915,940.1344201595683,2.410489789644877
16,A-n33-k6.vrp,1000.0,100.0,768.8650656844626,850.7617943770687,12.436635120709736
17,A-n33-k6.vrp,1000.0,1000.0,753.9300427772904,828.0025510390029,94.42800223827362
18,A-n44-k6.vrp,30.0,10.0,1653.9809664774803,1843.2119042080835,0.04340229034423828
19,A-n44-k6.vrp,30.0,100.0,1413.573694694803,1524.8064626452338,0.28158605893452965
20,A-n44-k6.vrp,30.0,1000.0,1153.9076634291177,1263.1720891481168,3.4626781860987346
21,A-n44-k6.vrp,100.0,10.0,1408.7469929295257,1663.7831110606871,0.20446419715881348
22,A-n44-k6.vrp,100.0,100.0,1247.6412013569304,1347.3179210961684,2.0970353921254477
23,A-n44-k6.vrp,100.0,1000.0,991.1086286069034,1124.651761031705,14.120583105087281
24,A-n44-k6.vrp,1000.0,10.0,1237.6657960641687,1333.1898634794184,3.428497648239136
25,A-n44-k6.vrp,1000.0,100.0,1036.8257117395717,1123.9682096184163,14.346026523907979
26,A-n44-k6.vrp,1000.0,1000.0,999.8420728155738,1079.3195349517553,106.05021316210428
27,A-n65-k9.vrp,30.0,10.0,2938.6085511052806,3094.7987127219135,0.06841921011606852
28,A-n65-k9.vrp,30.0,100.0,2415.1332747800807,2603.730106556427,0.41738813718159995
29,A-n65-k9.vrp,30.0,1000.0,2052.881673007287,2163.500236293989,3.6068640391031903
30,A-n65-k9.vrp,100.0,10.0,2438.5556722432143,2845.2814338211842,0.2992113033930461
31,A-n65-k9.vrp,100.0,100.0,2056.9909578862403,2295.54886330532,2.7928683598836264
32,A-n65-k9.vrp,100.0,1000.0,1656.0351725181795,1819.225191309892,16.93386713663737
33,A-n65-k9.vrp,1000.0,10.0,2136.861841350195,2288.3807740452494,4.7819809198379515
34,A-n65-k9.vrp,1000.0,100.0,1623.113207026207,1749.3272829123714,17.36470747788747
35,A-n65-k9.vrp,1000.0,1000.0,1447.8322358956602,1577.8017422390926,134.98627619743348
36,A-n80-k10.vrp,30.0,10.0,3912.7662614761157,4102.347167608646,0.0827767292658488
37,A-n80-k10.vrp,30.0,100.0,3424.233338596663,3597.4659285809626,0.501350712776184
38,A-n80-k10.vrp,30.0,1000.0,2877.2340189481815,3062.5114236891745,5.770495200157166
39,A-n80-k10.vrp,100.0,10.0,3582.0190273775715,3851.9188229946344,0.3675055185953776
40,A-n80-k10.vrp,100.0,100.0,2957.710947508357,3230.109198816255,2.0717217763264975
41,A-n80-k10.vrp,100.0,1000.0,2363.722190598983,2585.095767413482,15.962509751319885
42,A-n80-k10.vrp,1000.0,10.0,2891.022248979708,3152.2819882562117,6.1652969678243
43,A-n80-k10.vrp,1000.0,100.0,2298.3840397450067,2501.973864738276,20.466610074043274
44,A-n80-k10.vrp,1000.0,1000.0,2083.8433797973203,2200.3515831122468,229.93425635496774
